자치구,행정동,월평균 총승하차승객수,월별일일평균승하차승객수,연일일평균총승하차승객수
강서구,방화1동,197807.0,77995.0,6500.0
강서구,방화2동,435826.0,171866.0,14322.0
강서구,방화3동,113320.0,44682.0,3724.0
강서구,염창동,890759.0,351193.0,29266.0
강서구,우장산동,605095.0,238589.0,19882.0
강서구,화곡1동,1180104.0,465315.0,38777.0
강서구,화곡2동,307976.0,121425.0,10119.0
강서구,화곡3동,242102.0,95462.0,7955.0
강서구,화곡4동,357859.0,141099.0,11759.0
강서구,화곡6동,819181.0,323022.0,26918.0
강서구,화곡8동,895424.0,353054.0,29421.0
강서구,화곡본동,603384.0,237928.0,19827.0
관악구,낙성대동,1364467.0,537901.0,44825.0
관악구,난곡동,642634.0,253421.0,21118.0
관악구,난향동,327596.0,129181.0,10765.0
관악구,남현동,193664.0,76340.0,6362.0
관악구,대학동,1147762.0,452490.0,37708.0
관악구,미성동,1076421.0,424481.0,35373.0
관악구,보라매동,941559.0,371261.0,30939.0
관악구,삼성동,842935.0,332380.0,27698.0
관악구,서림동,1172054.0,462104.0,38509.0
관악구,서원동,2331751.0,919505.0,76625.0
관악구,성현동,754809.0,297592.0,24799.0
관악구,신림동,1233132.0,486308.0,40526.0
관악구,신사동,486784.0,191941.0,15995.0
관악구,신원동,192562.0,75933.0,6328.0
관악구,은천동,978068.0,385664.0,32139.0
관악구,인헌동,818138.0,322530.0,26878.0
관악구,조원동,1258689.0,496317.0,41360.0
관악구,중앙동,1101075.0,434137.0,36178.0
관악구,청룡동,644234.0,253976.0,21165.0
관악구,청림동,284147.0,112039.0,9337.0
관악구,행운동,340163.0,134115.0,11176.0
광진구,광장동,248705.0,98043.0,8170.0
광진구,구의1동,516042.0,203443.0,16954.0
광진구,구의2동,532543.0,209979.0,17498.0
광진구,구의3동,565966.0,223197.0,18600.0
광진구,군자동,583996.0,230245.0,19187.0
광진구,능동,423622.0,167032.0,13919.0
광진구,자양1동,350795.0,138327.0,11527.0
광진구,자양2동,633721.0,249892.0,20824.0
광진구,자양3동,380344.0,149961.0,12497.0
광진구,자양4동,445202.0,175557.0,14630.0
광진구,중곡1동,277294.0,109347.0,9112.0
광진구,중곡2동,524559.0,206827.0,17236.0
광진구,중곡3동,310206.0,122329.0,10194.0
광진구,중곡4동,152274.0,60040.0,5003.0
광진구,화양동,643805.0,253840.0,21153.0
구로구,가리봉동,63329.0,24844.0,2070.0
구로구,개봉1동,1319027.0,520157.0,43346.0
구로구,개봉2동,790703.0,311827.0,25986.0
구로구,개봉3동,308541.0,121673.0,10139.0
구로구,고척1동,769561.0,303396.0,25283.0
구로구,고척2동,599550.0,236408.0,19701.0
구로구,구로1동,251712.0,99251.0,8271.0
구로구,구로2동,1309247.0,516272.0,43023.0
구로구,구로3동,1925680.0,759326.0,63277.0
구로구,구로4동,1031204.0,406626.0,33885.0
구로구,구로5동,1268642.0,500255.0,41688.0
구로구,수궁동,932094.0,367426.0,30619.0
구로구,신도림동,1206749.0,475799.0,39650.0
구로구,오류1동,497123.0,195991.0,16333.0
구로구,오류2동,632901.0,249426.0,20786.0
구로구,항동,34018.0,13362.0,1114.0
금천구,가산동,1874074.0,738816.0,61568.0
금천구,독산1동,1382076.0,544993.0,45416.0
금천구,독산2동,599069.0,236222.0,19685.0
금천구,독산3동,934142.0,368363.0,30697.0
금천구,독산4동,561547.0,221427.0,18452.0
금천구,시흥1동,1427791.0,563008.0,46917.0
금천구,시흥2동,487445.0,192188.0,16016.0
금천구,시흥3동,338598.0,133504.0,11125.0
금천구,시흥4동,390673.0,154052.0,12838.0
금천구,시흥5동,676870.0,266934.0,22244.0
노원구,공릉1동,709116.0,279575.0,23298.0
노원구,공릉2동,826966.0,326017.0,27168.0
노원구,상계10동,571456.0,225354.0,18780.0
노원구,상계1동,539957.0,212921.0,17743.0
노원구,상계2동,711575.0,280583.0,23382.0
노원구,상계3·4동,155579.0,61352.0,5113.0
노원구,상계5동,245532.0,96827.0,8069.0
노원구,상계6·7동,749396.0,295503.0,24625.0
노원구,상계8동,64970.0,25619.0,2135.0
노원구,상계9동,356420.0,140530.0,11711.0
노원구,월계1동,919521.0,362528.0,30211.0
노원구,월계2동,707702.0,279007.0,23251.0
노원구,월계3동,363040.0,143107.0,11926.0
노원구,중계1동,398704.0,157210.0,13101.0
노원구,중계2·3동,601737.0,237292.0,19774.0
노원구,중계4동,582363.0,229648.0,19137.0
노원구,중계본동,508788.0,200633.0,16719.0
노원구,하계1동,1041357.0,410534.0,34211.0
노원구,하계2동,282306.0,111302.0,9275.0
도봉구,도봉1동,462358.0,182284.0,15190.0
도봉구,도봉2동,551056.0,217299.0,18108.0
도봉구,방학1동,837353.0,330182.0,27515.0
도봉구,방학2동,389007.0,153383.0,12782.0
도봉구,방학3동,556820.0,219577.0,18298.0
도봉구,쌍문1동,688393.0,271407.0,22617.0
도봉구,쌍문2동,512359.0,202035.0,16836.0
도봉구,쌍문3동,716366.0,282496.0,23541.0
도봉구,쌍문4동,364104.0,143557.0,11963.0
도봉구,창1동,707435.0,278957.0,23246.0
도봉구,창2동,443923.0,175048.0,14587.0
도봉구,창3동,420222.0,165711.0,13809.0
도봉구,창4동,920983.0,363135.0,30261.0
도봉구,창5동,776987.0,306377.0,25531.0
동대문구,답십리1동,760803.0,299953.0,24996.0
동대문구,답십리2동,422090.0,166436.0,13870.0
동대문구,용신동,2093527.0,825502.0,68792.0
동대문구,이문1동,278750.0,109918.0,9160.0
동대문구,이문2동,499262.0,196817.0,16401.0
동대문구,장안1동,1030971.0,406494.0,33874.0
동대문구,장안2동,1208658.0,476523.0,39710.0
동대문구,전농1동,1932189.0,761982.0,63498.0
동대문구,전농2동,574344.0,226428.0,18869.0
동대문구,제기동,1185026.0,467251.0,38938.0
동대문구,청량리동,607077.0,239373.0,19948.0
동대문구,회기동,436034.0,171851.0,14321.0
동대문구,휘경1동,1118596.0,440958.0,36746.0
동대문구,휘경2동,578619.0,228127.0,19011.0
동작구,노량진1동,2100021.0,828018.0,69002.0
동작구,노량진2동,823783.0,324835.0,27070.0
동작구,대방동,1475210.0,581581.0,48465.0
동작구,사당1동,787926.0,310625.0,25885.0
동작구,사당2동,1576852.0,621786.0,51816.0
동작구,사당3동,405427.0,159849.0,13321.0
동작구,사당4동,117512.0,46340.0,3862.0
동작구,사당5동,380899.0,150168.0,12514.0
동작구,상도1동,2168074.0,854614.0,71218.0
동작구,상도2동,966128.0,380924.0,31744.0
동작구,상도3동,617038.0,243303.0,20275.0
동작구,상도4동,513524.0,202489.0,16874.0
동작구,신대방1동,512992.0,202255.0,16855.0
동작구,신대방2동,759666.0,299513.0,24959.0
동작구,흑석동,786629.0,310046.0,25837.0
마포구,공덕동,877013.0,345764.0,28814.0
마포구,대흥동,1267644.0,499739.0,41645.0
마포구,도화동,720191.0,283917.0,23660.0
마포구,망원1동,177270.0,69881.0,5823.0
마포구,망원2동,289949.0,114323.0,9527.0
마포구,상암동,1777548.0,700712.0,58393.0
마포구,서강동,329981.0,130069.0,10839.0
마포구,서교동,3271169.0,1289753.0,107479.0
마포구,성산1동,596800.0,235307.0,19609.0
마포구,성산2동,995436.0,392368.0,32697.0
마포구,신수동,236743.0,93330.0,7778.0
마포구,아현동,1018098.0,401390.0,33449.0
마포구,연남동,295295.0,116428.0,9702.0
마포구,염리동,34626.0,13650.0,1138.0
마포구,용강동,114166.0,45019.0,3752.0
마포구,합정동,807354.0,318298.0,26525.0
서대문구,남가좌1동,647933.0,255508.0,21292.0
서대문구,남가좌2동,721109.0,284247.0,23687.0
서대문구,북가좌1동,382174.0,150703.0,12559.0
서대문구,북가좌2동,490512.0,193424.0,16119.0
서대문구,북아현동,327256.0,129023.0,10752.0
서대문구,신촌동,3102458.0,1223061.0,101922.0
서대문구,연희동,2070956.0,816566.0,68047.0
서대문구,천연동,466507.0,183935.0,15328.0
서대문구,충현동,1186398.0,467677.0,38973.0
서대문구,홍은1동,424585.0,167445.0,13954.0
서대문구,홍은2동,1392593.0,548970.0,45748.0
서대문구,홍제1동,1003217.0,395581.0,32965.0
서대문구,홍제2동,210538.0,83011.0,6918.0
서대문구,홍제3동,1192967.0,470408.0,39200.0
서초구,내곡동,296314.0,116822.0,9735.0
서초구,반포1동,957912.0,377662.0,31472.0
서초구,반포2동,249871.0,98496.0,8208.0
서초구,반포3동,793943.0,313070.0,26089.0
서초구,반포4동,1196610.0,471838.0,39320.0
서초구,반포본동,449821.0,177352.0,14779.0
서초구,방배1동,667580.0,263199.0,21933.0
서초구,방배2동,777800.0,306648.0,25554.0
서초구,방배3동,521693.0,205661.0,17138.0
서초구,방배4동,450684.0,177679.0,14807.0
서초구,방배본동,214034.0,84377.0,7031.0
서초구,서초1동,577970.0,227831.0,18986.0
서초구,서초2동,1394285.0,549644.0,45803.0
서초구,서초3동,1483800.0,584955.0,48746.0
서초구,서초4동,1244667.0,490735.0,40894.0
서초구,양재1동,2133276.0,841018.0,70085.0
서초구,양재2동,1307491.0,515521.0,42960.0
서초구,잠원동,693003.0,273212.0,22768.0
성동구,금호1가동,225465.0,88872.0,7406.0
성동구,금호2·3가동,584110.0,230294.0,19191.0
성동구,금호4가동,266719.0,105159.0,8763.0
성동구,마장동,403381.0,159056.0,13255.0
성동구,사근동,291893.0,115036.0,9586.0
성동구,성수1가1동,277076.0,109236.0,9103.0
성동구,성수1가2동,224158.0,88361.0,7363.0
성동구,성수2가1동,357513.0,140979.0,11748.0
성동구,성수2가3동,331442.0,130669.0,10889.0
성동구,송정동,194379.0,76642.0,6387.0
성동구,옥수동,529622.0,208805.0,17400.0
성동구,왕십리2동,150650.0,59398.0,4950.0
성동구,왕십리도선동,711093.0,280337.0,23361.0
성동구,용답동,484243.0,190952.0,15912.0
성동구,응봉동,228342.0,90036.0,7503.0
성동구,행당1동,862445.0,340032.0,28336.0
성동구,행당2동,440903.0,173822.0,14485.0
성북구,길음1동,1699541.0,670133.0,55844.0
성북구,길음2동,596574.0,235216.0,19601.0
성북구,돈암1동,467186.0,184205.0,15350.0
성북구,돈암2동,459487.0,181180.0,15098.0
성북구,동선동,2825700.0,1114129.0,92844.0
성북구,보문동,401368.0,158249.0,13187.0
성북구,삼선동,1344050.0,529836.0,44153.0
성북구,석관동,807262.0,318238.0,26520.0
성북구,성북동,928705.0,366153.0,30513.0
성북구,안암동,674711.0,265918.0,22160.0
성북구,월곡1동,894725.0,352772.0,29398.0
성북구,월곡2동,570117.0,224785.0,18732.0
성북구,장위1동,417913.0,164806.0,13734.0
성북구,장위2동,359435.0,141726.0,11810.0
성북구,장위3동,352956.0,139136.0,11595.0
성북구,정릉1동,673921.0,265709.0,22142.0
성북구,정릉2동,545863.0,215218.0,17935.0
성북구,정릉3동,609745.0,240225.0,20019.0
성북구,정릉4동,838195.0,330461.0,27538.0
성북구,종암동,1209658.0,476946.0,39746.0
송파구,가락1동,536620.0,211523.0,17627.0
송파구,가락2동,680830.0,268445.0,22370.0
송파구,가락본동,757535.0,298671.0,24889.0
송파구,거여1동,160385.0,63229.0,5269.0
송파구,거여2동,154243.0,60810.0,5068.0
송파구,마천1동,150136.0,59198.0,4934.0
송파구,마천2동,438999.0,173109.0,14426.0
송파구,문정1동,559800.0,220715.0,18393.0
송파구,문정2동,508197.0,200392.0,16699.0
송파구,방이1동,314790.0,124136.0,10345.0
송파구,방이2동,352487.0,138997.0,11583.0
송파구,삼전동,126804.0,50001.0,4167.0
송파구,석촌동,795586.0,313702.0,26142.0
송파구,송파1동,453488.0,178820.0,14902.0
송파구,송파2동,444579.0,175257.0,14605.0
송파구,오금동,241183.0,95099.0,7925.0
송파구,오륜동,275350.0,108520.0,9043.0
송파구,위례동,483137.0,190444.0,15871.0
송파구,잠실2동,784414.0,309268.0,25772.0
송파구,잠실3동,1464206.0,577440.0,48120.0
송파구,잠실4동,221851.0,87477.0,7290.0
송파구,잠실6동,1019578.0,402081.0,33507.0
송파구,잠실7동,301249.0,118741.0,9895.0
송파구,잠실본동,618107.0,243735.0,20311.0
송파구,장지동,436608.0,172135.0,14345.0
송파구,풍납1동,197029.0,77678.0,6473.0
송파구,풍납2동,474856.0,187225.0,15602.0
양천구,목1동,1396037.0,550507.0,45876.0
양천구,목2동,509512.0,200919.0,16743.0
양천구,목3동,641017.0,252769.0,21064.0
양천구,목4동,472238.0,186222.0,15518.0
양천구,목5동,1027101.0,404968.0,33747.0
양천구,신월1동,295775.0,116624.0,9719.0
양천구,신월2동,407577.0,160732.0,13394.0
양천구,신월3동,122348.0,48230.0,4019.0
양천구,신월4동,411355.0,162189.0,13516.0
양천구,신월5동,325295.0,128248.0,10687.0
양천구,신월6동,144896.0,57137.0,4761.0
양천구,신월7동,429185.0,169238.0,14103.0
양천구,신정1동,529688.0,208864.0,17405.0
양천구,신정2동,171496.0,67624.0,5635.0
양천구,신정3동,1111614.0,438197.0,36516.0
양천구,신정4동,991651.0,390926.0,32577.0
양천구,신정6동,407725.0,160767.0,13397.0
양천구,신정7동,425322.0,167707.0,13976.0
영등포구,당산1동,538323.0,212240.0,17687.0
영등포구,당산2동,1155195.0,455419.0,37952.0
영등포구,대림1동,389442.0,153556.0,12796.0
영등포구,대림2동,385385.0,151972.0,12664.0
영등포구,대림3동,438753.0,173018.0,14418.0
영등포구,도림동,316782.0,124909.0,10409.0
영등포구,문래동,795704.0,313682.0,26140.0
영등포구,신길1동,375898.0,148216.0,12351.0
영등포구,신길3동,542714.0,214006.0,17834.0
영등포구,신길4동,167180.0,65923.0,5494.0
영등포구,신길5동,373758.0,147350.0,12279.0
영등포구,신길6동,549248.0,216560.0,18047.0
영등포구,신길7동,793010.0,312649.0,26054.0
영등포구,양평1동,352997.0,139175.0,11598.0
영등포구,양평2동,653488.0,257618.0,21468.0
영등포구,여의동,2930241.0,1155128.0,96261.0
영등포구,영등포동,2523890.0,995253.0,82938.0
영등포구,영등포본동,649832.0,256231.0,21353.0
용산구,남영동,1319820.0,520345.0,43362.0
용산구,보광동,386377.0,152352.0,12696.0
용산구,서빙고동,431311.0,170033.0,14169.0
용산구,용문동,155510.0,61306.0,5109.0
용산구,용산2가동,939176.0,370272.0,30856.0
용산구,원효로1동,665218.0,262215.0,21851.0
용산구,원효로2동,330380.0,130259.0,10855.0
용산구,이촌1동,461741.0,181986.0,15166.0
용산구,이촌2동,159291.0,62786.0,5232.0
용산구,이태원1동,439964.0,173463.0,14455.0
용산구,이태원2동,296444.0,116873.0,9739.0
용산구,청파동,626239.0,246817.0,20568.0
용산구,한강로동,1757347.0,692842.0,57737.0
용산구,한남동,1528229.0,602422.0,50202.0
용산구,효창동,49392.0,19472.0,1623.0
용산구,후암동,171509.0,67627.0,5636.0
은평구,갈현1동,635117.0,250482.0,20873.0
은평구,갈현2동,526944.0,207763.0,17314.0
은평구,구산동,856882.0,337892.0,28158.0
은평구,녹번동,393436.0,155106.0,12926.0
은평구,대조동,1342800.0,529551.0,44129.0
은평구,불광1동,1019181.0,401862.0,33488.0
은평구,불광2동,796112.0,313890.0,26157.0
은평구,수색동,361532.0,142563.0,11880.0
은평구,신사1동,825036.0,325332.0,27111.0
은평구,신사2동,709278.0,279589.0,23299.0
은평구,역촌동,148343.0,58494.0,4874.0
은평구,응암1동,1370613.0,540419.0,45035.0
은평구,응암2동,399440.0,157458.0,13122.0
은평구,응암3동,546002.0,215276.0,17940.0
은평구,증산동,704322.0,277710.0,23142.0
은평구,진관동,1340229.0,528356.0,44030.0
종로구,가회동,109297.0,43074.0,3590.0
종로구,교남동,711073.0,280374.0,23364.0
종로구,무악동,249238.0,98268.0,8189.0
종로구,부암동,661864.0,260902.0,21742.0
종로구,사직동,1788187.0,704946.0,58746.0
종로구,삼청동,72716.0,28670.0,2389.0
종로구,숭인1동,234441.0,92415.0,7701.0
종로구,숭인2동,657401.0,259233.0,21603.0
종로구,이화동,824994.0,325236.0,27103.0
종로구,종로1·2·3·4가동,3101025.0,1222610.0,101884.0
종로구,종로5·6가동,931294.0,367138.0,30595.0
종로구,창신1동,448250.0,176735.0,14728.0
종로구,창신2동,289216.0,114037.0,9503.0
종로구,창신3동,131481.0,51816.0,4318.0
종로구,청운효자동,472814.0,186382.0,15532.0
종로구,평창동,590005.0,232607.0,19384.0
종로구,혜화동,848591.0,334489.0,27874.0
중구,광희동,855393.0,337184.0,28099.0
중구,다산동,253883.0,100097.0,8341.0
중구,동화동,82768.0,32629.0,2719.0
중구,명동,2113100.0,833025.0,69419.0
중구,소공동,644465.0,254017.0,21168.0
중구,신당5동,445256.0,175568.0,14631.0
중구,신당동,343704.0,135481.0,11290.0
중구,약수동,340305.0,134153.0,11179.0
중구,을지로동,255356.0,100650.0,8388.0
중구,장충동,236241.0,93141.0,7762.0
중구,중림동,512700.0,202138.0,16845.0
중구,청구동,84606.0,33357.0,2780.0
중구,필동,231759.0,91381.0,7615.0
중구,황학동,100954.0,39798.0,3316.0
중구,회현동,2432190.0,958980.0,79915.0
중랑구,망우3동,301587.0,118910.0,9909.0
중랑구,망우본동,860547.0,339320.0,28277.0
중랑구,면목2동,372602.0,146919.0,12243.0
중랑구,면목3·8동,790896.0,311834.0,25986.0
중랑구,면목4동,339569.0,133874.0,11156.0
중랑구,면목5동,201671.0,79518.0,6626.0
중랑구,면목7동,245136.0,96651.0,8054.0
중랑구,면목본동,893772.0,352418.0,29368.0
중랑구,묵1동,465938.0,183720.0,15310.0
중랑구,묵2동,245116.0,96666.0,8056.0
중랑구,상봉1동,459224.0,181099.0,15092.0
중랑구,상봉2동,822519.0,324358.0,27030.0
중랑구,신내1동,824485.0,325106.0,27092.0
중랑구,신내2동,783163.0,308825.0,25735.0
중랑구,중화1동,467709.0,184447.0,15371.0
중랑구,중화2동,543738.0,214409.0,17867.0
