자치구,행정동,월평균 총승하차승객수,월별일일평균승하차승객수,연일일평균총승하차승객수
관악구,난향동,301613.0,118899.0,9908.0
관악구,남현동,148913.0,58695.0,4891.0
관악구,대학동,861202.0,339595.0,28300.0
관악구,미성동,901412.0,355412.0,29618.0
관악구,보라매동,554258.0,218677.0,18223.0
관악구,삼성동,594572.0,234442.0,19537.0
관악구,서림동,911294.0,359374.0,29948.0
관악구,서원동,1716608.0,677093.0,56425.0
관악구,성현동,574208.0,226340.0,18862.0
관악구,신림동,1000167.0,394429.0,32869.0
관악구,신사동,406366.0,160230.0,13352.0
관악구,신원동,149545.0,58968.0,4914.0
관악구,은천동,757037.0,298441.0,24870.0
관악구,인헌동,706300.0,278413.0,23201.0
관악구,조원동,1612098.0,635672.0,52973.0
관악구,중앙동,556936.0,219574.0,18298.0
관악구,청룡동,792862.0,312606.0,26050.0
관악구,청림동,238740.0,94116.0,7843.0
관악구,행운동,669600.0,263994.0,22000.0
광진구,광장동,232607.0,91636.0,7636.0
광진구,구의1동,392261.0,154648.0,12887.0
광진구,구의2동,446157.0,175912.0,14659.0
광진구,구의3동,426666.0,168207.0,14018.0
광진구,군자동,502460.0,198078.0,16506.0
광진구,능동,353184.0,139239.0,11603.0
광진구,자양1동,407372.0,160613.0,13384.0
광진구,자양2동,378223.0,149108.0,12426.0
광진구,자양3동,311810.0,122901.0,10242.0
광진구,자양4동,369067.0,145488.0,12124.0
광진구,중곡1동,255511.0,100741.0,8395.0
광진구,중곡2동,455225.0,179490.0,14958.0
광진구,중곡3동,268696.0,105934.0,8828.0
광진구,중곡4동,133631.0,52684.0,4390.0
광진구,화양동,629810.0,248196.0,20683.0
구로구,가리봉동,204582.0,80655.0,6721.0
구로구,개봉1동,1076549.0,424451.0,35371.0
구로구,개봉2동,620511.0,244658.0,20388.0
구로구,개봉3동,234525.0,92465.0,7705.0
구로구,고척1동,601561.0,237138.0,19762.0
구로구,고척2동,473834.0,186790.0,15566.0
구로구,구로1동,203381.0,80178.0,6682.0
구로구,구로2동,1215606.0,479239.0,39937.0
구로구,구로3동,1015249.0,400126.0,33344.0
구로구,구로4동,622588.0,245452.0,20454.0
구로구,구로5동,835873.0,329540.0,27462.0
구로구,수궁동,729388.0,287480.0,23956.0
구로구,신도림동,976428.0,384906.0,32076.0
구로구,오류1동,437322.0,172424.0,14369.0
구로구,오류2동,590248.0,232658.0,19388.0
구로구,항동,40500.0,15967.0,1331.0
금천구,가산동,1739456.0,685749.0,57146.0
금천구,독산1동,1152006.0,454143.0,37845.0
금천구,독산2동,517144.0,203883.0,16990.0
금천구,독산3동,788990.0,311043.0,25920.0
금천구,독산4동,468474.0,184660.0,15388.0
금천구,시흥1동,1177629.0,464284.0,38690.0
금천구,시흥2동,393662.0,155174.0,12931.0
금천구,시흥3동,292447.0,115309.0,9609.0
금천구,시흥4동,314752.0,124081.0,10340.0
금천구,시흥5동,531710.0,209616.0,17468.0
노원구,공릉1동,590030.0,232610.0,19384.0
노원구,공릉2동,724261.0,285479.0,23790.0
노원구,상계10동,349859.0,137918.0,11493.0
노원구,상계1동,443657.0,174908.0,14575.0
노원구,상계2동,709841.0,279831.0,23319.0
노원구,상계3·4동,127732.0,50372.0,4198.0
노원구,상계5동,221465.0,87318.0,7276.0
노원구,상계6·7동,591498.0,233203.0,19434.0
노원구,상계8동,77173.0,30425.0,2535.0
노원구,상계9동,283263.0,111678.0,9306.0
노원구,월계1동,732869.0,288923.0,24077.0
노원구,월계2동,552721.0,217869.0,18156.0
노원구,월계3동,352214.0,138848.0,11571.0
노원구,중계1동,406087.0,160089.0,13341.0
노원구,중계2·3동,434434.0,171268.0,14272.0
노원구,중계4동,435862.0,171848.0,14321.0
노원구,중계본동,379506.0,149615.0,12468.0
노원구,하계1동,778711.0,306977.0,25581.0
노원구,하계2동,238482.0,94014.0,7834.0
도봉구,도봉1동,398839.0,157251.0,13104.0
도봉구,도봉2동,408868.0,161216.0,13435.0
도봉구,방학1동,687322.0,270972.0,22581.0
도봉구,방학2동,354963.0,139933.0,11661.0
도봉구,방학3동,471796.0,185998.0,15500.0
도봉구,쌍문1동,552529.0,217826.0,18152.0
도봉구,쌍문2동,393576.0,155188.0,12932.0
도봉구,쌍문3동,593741.0,234108.0,19509.0
도봉구,쌍문4동,296171.0,116757.0,9730.0
도봉구,창1동,565921.0,223147.0,18596.0
도봉구,창2동,451624.0,178072.0,14839.0
도봉구,창3동,258649.0,101978.0,8498.0
도봉구,창4동,648510.0,255671.0,21306.0
도봉구,창5동,577196.0,227588.0,18966.0
동대문구,답십리1동,660397.0,260383.0,21699.0
동대문구,답십리2동,363178.0,143189.0,11932.0
동대문구,용신동,1801591.0,710234.0,59186.0
동대문구,이문1동,221182.0,87203.0,7267.0
동대문구,이문2동,371427.0,146373.0,12198.0
동대문구,장안1동,935854.0,368992.0,30749.0
동대문구,장안2동,961385.0,379016.0,31585.0
동대문구,전농1동,1619020.0,638271.0,53189.0
동대문구,전농2동,382563.0,150801.0,12567.0
동대문구,제기동,996150.0,392687.0,32724.0
동대문구,청량리동,401558.0,158292.0,13191.0
동대문구,회기동,335095.0,132066.0,11006.0
동대문구,휘경1동,733561.0,289179.0,24098.0
동대문구,휘경2동,555251.0,218903.0,18242.0
동작구,노량진1동,1575652.0,621165.0,51764.0
동작구,노량진2동,571512.0,225316.0,18776.0
동작구,대방동,1031835.0,406920.0,33910.0
동작구,사당1동,629348.0,248092.0,20674.0
동작구,사당2동,1216547.0,479613.0,39968.0
동작구,사당3동,272064.0,107242.0,8937.0
동작구,사당4동,96007.0,37851.0,3154.0
동작구,사당5동,340346.0,134183.0,11182.0
동작구,상도1동,1709333.0,673797.0,56150.0
동작구,상도2동,833252.0,328535.0,27378.0
동작구,상도3동,462260.0,182237.0,15186.0
동작구,상도4동,362795.0,143047.0,11921.0
동작구,신대방1동,338970.0,133620.0,11135.0
동작구,신대방2동,586815.0,231512.0,19293.0
동작구,흑석동,633103.0,249595.0,20800.0
마포구,공덕동,770598.0,303751.0,25312.0
마포구,대흥동,928144.0,365814.0,30484.0
마포구,도화동,576534.0,227258.0,18938.0
마포구,망원1동,224342.0,88433.0,7369.0
마포구,망원2동,284744.0,112248.0,9354.0
마포구,상암동,1534656.0,604862.0,50405.0
마포구,서강동,311228.0,122662.0,10222.0
마포구,서교동,2869281.0,1130818.0,94235.0
마포구,성산1동,433556.0,170909.0,14242.0
마포구,성산2동,762479.0,300533.0,25044.0
마포구,신수동,149888.0,59079.0,4923.0
마포구,아현동,736976.0,290488.0,24207.0
마포구,연남동,241262.0,95085.0,7924.0
마포구,염리동,16498.0,6501.0,542.0
마포구,용강동,124765.0,49174.0,4098.0
마포구,합정동,480509.0,189411.0,15784.0
서대문구,남가좌1동,447715.0,176496.0,14708.0
서대문구,남가좌2동,725788.0,286091.0,23841.0
서대문구,북가좌1동,336141.0,132524.0,11044.0
서대문구,북가좌2동,450973.0,177807.0,14817.0
서대문구,북아현동,426250.0,168026.0,14002.0
서대문구,신촌동,2437298.0,960592.0,80049.0
서대문구,연희동,1855319.0,731388.0,60949.0
서대문구,천연동,368566.0,145284.0,12107.0
서대문구,충현동,910426.0,358865.0,29905.0
서대문구,홍은1동,406497.0,160260.0,13355.0
서대문구,홍은2동,1102055.0,434408.0,36201.0
서대문구,홍제1동,971759.0,383130.0,31928.0
서대문구,홍제2동,181177.0,71429.0,5952.0
서대문구,홍제3동,713036.0,281126.0,23427.0
서초구,내곡동,318391.0,125512.0,10459.0
서초구,반포1동,595815.0,234934.0,19578.0
서초구,반포2동,343395.0,135296.0,11275.0
서초구,반포3동,679889.0,267959.0,22330.0
서초구,반포4동,961731.0,379067.0,31589.0
서초구,반포본동,137533.0,54226.0,4519.0
서초구,방배1동,481527.0,189823.0,15819.0
서초구,방배2동,528954.0,208527.0,17377.0
서초구,방배3동,520462.0,205158.0,17096.0
서초구,방배4동,343930.0,135567.0,11297.0
서초구,방배본동,264714.0,104344.0,8695.0
서초구,서초1동,464763.0,183207.0,15267.0
서초구,서초2동,1146548.0,452028.0,37669.0
서초구,서초3동,1251779.0,493396.0,41116.0
서초구,서초4동,851762.0,335810.0,27984.0
서초구,양재1동,1805142.0,711675.0,59306.0
서초구,양재2동,840406.0,331338.0,27612.0
서초구,잠원동,656827.0,258914.0,21576.0
성동구,금호1가동,194298.0,76601.0,6383.0
성동구,금호2·3가동,390036.0,153761.0,12813.0
성동구,금호4가동,276220.0,108884.0,9074.0
성동구,마장동,334768.0,131971.0,10998.0
성동구,사근동,285571.0,112528.0,9377.0
성동구,성수1가1동,267224.0,105319.0,8777.0
성동구,성수1가2동,223945.0,88266.0,7356.0
성동구,성수2가1동,270180.0,106497.0,8875.0
성동구,성수2가3동,373855.0,147379.0,12282.0
성동구,송정동,167607.0,66077.0,5506.0
성동구,옥수동,407747.0,160746.0,13396.0
성동구,왕십리2동,102719.0,40488.0,3374.0
성동구,왕십리도선동,592083.0,233416.0,19451.0
성동구,용답동,413353.0,162979.0,13582.0
성동구,응봉동,188492.0,74320.0,6194.0
성동구,행당1동,716637.0,282501.0,23542.0
성동구,행당2동,377928.0,148978.0,12415.0
성북구,길음1동,1129714.0,445364.0,37114.0
성북구,길음2동,600862.0,236840.0,19737.0
성북구,돈암1동,526095.0,207380.0,17282.0
성북구,돈암2동,380868.0,150125.0,12510.0
성북구,동선동,2052284.0,808853.0,67404.0
성북구,보문동,345014.0,136010.0,11334.0
성북구,삼선동,1365181.0,538122.0,44844.0
성북구,석관동,597337.0,235494.0,19625.0
성북구,성북동,503837.0,198604.0,16550.0
성북구,안암동,533576.0,210309.0,17526.0
성북구,월곡1동,700078.0,275987.0,22999.0
성북구,월곡2동,415138.0,163662.0,13638.0
성북구,장위1동,410745.0,161938.0,13495.0
성북구,장위2동,371577.0,146464.0,12205.0
성북구,장위3동,334018.0,131683.0,10974.0
성북구,정릉1동,612520.0,241459.0,20122.0
성북구,정릉2동,544599.0,214691.0,17891.0
성북구,정릉3동,441699.0,174040.0,14503.0
성북구,정릉4동,712192.0,280741.0,23395.0
성북구,종암동,974089.0,384001.0,32001.0
송파구,가락1동,490148.0,193238.0,16103.0
송파구,가락2동,535019.0,210907.0,17576.0
송파구,가락본동,665957.0,262520.0,21877.0
송파구,거여1동,170170.0,67066.0,5589.0
송파구,거여2동,189542.0,74696.0,6225.0
송파구,마천1동,172727.0,68097.0,5675.0
송파구,마천2동,369862.0,145811.0,12151.0
송파구,문정1동,451884.0,178137.0,14845.0
송파구,문정2동,242998.0,95773.0,7981.0
송파구,방이1동,190740.0,75190.0,6266.0
송파구,방이2동,416719.0,164265.0,13689.0
송파구,삼전동,68966.0,27184.0,2265.0
송파구,석촌동,543676.0,214361.0,17863.0
송파구,송파1동,523264.0,206291.0,17191.0
송파구,송파2동,376178.0,148307.0,12359.0
송파구,오금동,235764.0,92939.0,7745.0
송파구,오륜동,258776.0,101988.0,8499.0
송파구,위례동,746319.0,294103.0,24509.0
송파구,잠실2동,300941.0,118609.0,9884.0
송파구,잠실3동,1063835.0,419356.0,34946.0
송파구,잠실4동,175712.0,69254.0,5771.0
송파구,잠실6동,841200.0,331567.0,27631.0
송파구,잠실7동,199788.0,78747.0,6562.0
송파구,잠실본동,847556.0,334137.0,27845.0
송파구,장지동,427450.0,168472.0,14040.0
송파구,풍납1동,182052.0,71775.0,5981.0
송파구,풍납2동,420768.0,165895.0,13825.0
양천구,목1동,1127789.0,444634.0,37053.0
양천구,목2동,432826.0,170653.0,14221.0
양천구,목3동,528008.0,208191.0,17349.0
양천구,목4동,458577.0,180798.0,15066.0
양천구,목5동,821864.0,324006.0,27000.0
양천구,신월1동,213301.0,84091.0,7008.0
양천구,신월2동,350056.0,138012.0,11501.0
양천구,신월3동,139303.0,54910.0,4576.0
양천구,신월4동,384202.0,151475.0,12623.0
양천구,신월5동,268476.0,105834.0,8820.0
양천구,신월6동,119768.0,47219.0,3935.0
양천구,신월7동,345800.0,136338.0,11362.0
양천구,신정1동,462611.0,182386.0,15199.0
양천구,신정2동,139763.0,55097.0,4591.0
양천구,신정3동,950181.0,374555.0,31213.0
양천구,신정4동,799364.0,315147.0,26262.0
양천구,신정6동,379721.0,149717.0,12476.0
양천구,신정7동,277451.0,109373.0,9114.0
영등포구,당산1동,435494.0,171701.0,14308.0
영등포구,당산2동,937171.0,369423.0,30785.0
영등포구,대림1동,306270.0,120716.0,10060.0
영등포구,대림2동,259676.0,102354.0,8530.0
영등포구,대림3동,388305.0,153067.0,12756.0
영등포구,도림동,245128.0,96629.0,8052.0
영등포구,문래동,719769.0,283722.0,23644.0
영등포구,신길1동,285024.0,112401.0,9367.0
영등포구,신길3동,408497.0,161040.0,13420.0
영등포구,신길4동,190069.0,74925.0,6244.0
영등포구,신길5동,269110.0,106106.0,8842.0
영등포구,신길6동,440123.0,173510.0,14459.0
영등포구,신길7동,621386.0,244943.0,20412.0
영등포구,양평1동,298180.0,117552.0,9796.0
영등포구,양평2동,566655.0,223382.0,18615.0
영등포구,여의동,2711992.0,1068886.0,89074.0
영등포구,영등포동,2110176.0,831661.0,69305.0
영등포구,영등포본동,521730.0,205660.0,17138.0
용산구,남영동,1076936.0,424479.0,35373.0
용산구,보광동,321120.0,126593.0,10549.0
용산구,서빙고동,371528.0,146398.0,12200.0
용산구,용문동,128760.0,50752.0,4229.0
용산구,용산2가동,607960.0,239583.0,19965.0
용산구,원효로1동,505846.0,199361.0,16613.0
용산구,원효로2동,272781.0,107520.0,8960.0
용산구,이촌1동,354116.0,139539.0,11628.0
용산구,이촌2동,152044.0,59919.0,4993.0
용산구,이태원1동,373877.0,147330.0,12278.0
용산구,이태원2동,292301.0,115200.0,9600.0
용산구,청파동,531445.0,209467.0,17456.0
용산구,한강로동,1572976.0,619769.0,51647.0
용산구,한남동,1413185.0,557021.0,46418.0
용산구,효창동,87526.0,34494.0,2875.0
용산구,후암동,141152.0,55667.0,4639.0
은평구,갈현1동,443378.0,174886.0,14574.0
은평구,갈현2동,450878.0,177744.0,14812.0
은평구,구산동,710833.0,280235.0,23353.0
은평구,녹번동,402055.0,158501.0,13208.0
은평구,대조동,1087568.0,428743.0,35729.0
은평구,불광1동,880739.0,347224.0,28936.0
은평구,불광2동,688644.0,271467.0,22623.0
은평구,수색동,366646.0,144565.0,12047.0
은평구,신사1동,722866.0,284995.0,23750.0
은평구,신사2동,533907.0,210481.0,17540.0
은평구,역촌동,173484.0,68395.0,5700.0
은평구,응암1동,1177706.0,464366.0,38698.0
은평구,응암2동,354561.0,139768.0,11647.0
은평구,응암3동,461321.0,181862.0,15155.0
은평구,증산동,600629.0,236802.0,19734.0
은평구,진관동,1243982.0,490324.0,40860.0
종로구,가회동,76895.0,30292.0,2524.0
종로구,교남동,581934.0,229415.0,19118.0
종로구,무악동,203771.0,80328.0,6694.0
종로구,부암동,538161.0,212086.0,17674.0
종로구,사직동,1519997.0,599009.0,49917.0
종로구,삼청동,64981.0,25605.0,2134.0
종로구,숭인1동,196123.0,77310.0,6442.0
종로구,숭인2동,570421.0,224856.0,18738.0
종로구,이화동,685728.0,270280.0,22523.0
종로구,종로1·2·3·4가동,2845890.0,1121532.0,93461.0
종로구,종로5·6가동,779562.0,307301.0,25608.0
종로구,창신1동,564804.0,222658.0,18555.0
종로구,창신2동,15941.0,6284.0,524.0
종로구,창신3동,101439.0,39981.0,3332.0
종로구,청운효자동,480896.0,189465.0,15789.0
종로구,평창동,474031.0,186883.0,15574.0
종로구,혜화동,626171.0,246780.0,20565.0
중구,광희동,649806.0,256063.0,21339.0
중구,다산동,171142.0,67469.0,5622.0
중구,동화동,52842.0,20830.0,1736.0
중구,명동,1631578.0,642839.0,53570.0
중구,소공동,687831.0,271065.0,22589.0
중구,신당5동,405601.0,159886.0,13324.0
중구,신당동,262563.0,103498.0,8625.0
중구,약수동,257605.0,101554.0,8463.0
중구,을지로동,253714.0,99995.0,8333.0
중구,장충동,214243.0,84445.0,7037.0
중구,중림동,482325.0,190115.0,15843.0
중구,청구동,146739.0,57847.0,4821.0
중구,필동,293143.0,115550.0,9629.0
중구,황학동,114550.0,45146.0,3762.0
중구,회현동,1872753.0,737974.0,61498.0
중랑구,망우3동,234223.0,92335.0,7695.0
중랑구,망우본동,894375.0,352530.0,29378.0
중랑구,면목2동,339368.0,133787.0,11149.0
중랑구,면목3·8동,680151.0,268112.0,22343.0
중랑구,면목4동,283625.0,111828.0,9319.0
중랑구,면목5동,252915.0,99704.0,8309.0
중랑구,면목7동,285677.0,112609.0,9384.0
중랑구,면목본동,738568.0,291198.0,24266.0
중랑구,묵1동,424768.0,167431.0,13953.0
중랑구,묵2동,167169.0,65900.0,5492.0
중랑구,상봉1동,495918.0,195493.0,16291.0
중랑구,상봉2동,622770.0,245493.0,20458.0
중랑구,신내1동,737290.0,290648.0,24220.0
중랑구,신내2동,620130.0,244500.0,20375.0
중랑구,중화1동,257640.0,101589.0,8466.0
중랑구,중화2동,555202.0,218886.0,18240.0
